date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:59:31	35022/35022	---MCZ	200	added ('OK')	text/html	etag:W/%2288d6fdece5a7fb875ca36dbe18bb2a8e%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=254	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements889a.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built)
21:59:32	34122/34122	---MCZ	200	added ('OK')	text/html	etag:W/%2203e9d2cdf766210408180e1f666c7b02%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=73	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements8431.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built)
21:59:33	34163/34163	---MCZ	200	added ('OK')	text/html	etag:W/%224bfce8840ade82d71ab411a233caf4de%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=269	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements024a.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built)
21:59:34	34340/34340	---MCZ	200	added ('OK')	text/html	etag:W/%22b4211e342dd838d9a809f25fd93c2d39%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=85	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements7845.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built)
21:59:35	34275/34275	---MCZ	200	added ('OK')	text/html	etag:W/%221b0a911c26ea2a9f4e1d331bccf9532d%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=153	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements4893.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built)
21:59:36	34500/34500	---MCZ	200	added ('OK')	text/html	etag:W/%22cfee73e602e3885b69603d95f43122bc%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=55	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsa9e4.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built)
21:59:37	34179/34179	---MCZ	200	added ('OK')	text/html	etag:W/%228c2b3792be4dfd37cf7a960e24c96c21%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=44	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsa916.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built)
21:59:41	35362/35362	---MCZ	200	added ('OK')	text/html	etag:W/%22c490edfe15a6f65f88d202890d238714%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=119	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements0d7d.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built)
21:59:42	34191/34191	---MCZ	200	added ('OK')	text/html	etag:W/%225a5ec04b8e400d058caa9554b23f5d7a%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=225	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements0ce1.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built)
21:59:42	54975/54975	---MCZ	200	added ('OK')	text/html	etag:W/%2281c0f7c1152fc62c43f333104c94e58d%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built&page=1	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsaddf.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built)
21:59:44	54015/54015	---MCZ	200	added ('OK')	text/html	etag:W/%22039e7dac05daa4912b03f094ea244685%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built&page=2	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements405e.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built)
21:59:45	54703/54703	---MCZ	200	added ('OK')	text/html	etag:W/%2236ca158bbfd32bd0fa0650e28200294f%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built&page=3	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements474f.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built)
21:59:46	57236/57236	---MCZ	200	added ('OK')	text/html	etag:W/%22b2d10682037b26697b664a875b359835%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built&page=4	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements5a9d.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built)
21:59:47	55861/55861	---MCZ	200	added ('OK')	text/html	etag:W/%2231bd80579b3980542f703d2406304f03%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built&page=5	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementscc70.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built)
21:59:48	35964/35964	---MCZ	200	added ('OK')	text/html	etag:W/%22ccfa50b8ffb3bf77d4682b2a1700ea6e%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built&page=30	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements172d.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built)
21:59:48	793/793	---MC-	200	added ('OK')	text/csv	etag:W/%22a16cb75540c523c804643e2753f66607%22	https://windexchange.energy.gov/projects/community-benefit-agreements/download?format=csv&id=16	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements/community-benefit-agreementsd212.csv	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=16)
21:59:50	34352/34352	---MCZ	200	added ('OK')	text/html	etag:W/%2269f225565d04cc1e41e8c82f9e7ad787%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=16&sort_by=project+name	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements45ff.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=16)
21:59:51	34433/34433	---MCZ	200	added ('OK')	text/html	etag:W/%228b05cf8eb3ca0ef95e6fc89ae4f7fa9e%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=16&sort_by=state&sort_dir=desc	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsf373.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=16)
21:59:52	34346/34346	---MCZ	200	added ('OK')	text/html	etag:W/%226201931cc857aa12385713b054ff2e05%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=16&sort_by=county	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements6ef8.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=16)
21:59:53	34355/34355	---MCZ	200	added ('OK')	text/html	etag:W/%223f24693f7f44a83e433f00e1075fe392%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=16&sort_by=form+of+benefit	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements33c1.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=16)
21:59:54	34355/34355	---MCZ	200	added ('OK')	text/html	etag:W/%2201791597e5b0fdc1361154ba1fe9208c%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=16&sort_by=additional+form	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements639a.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=16)
21:59:55	34362/34362	---MCZ	200	added ('OK')	text/html	etag:W/%2252265682d2e4cf3521ec70a8418a4d30%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=16&sort_by=type+of+infrastructure	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements6f30.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=16)
21:59:56	34358/34358	---MCZ	200	added ('OK')	text/html	etag:W/%2207112947bf788ac53328cee5fee508f8%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=16&sort_by=number+of+turbines	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsdbff.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=16)
21:59:57	34359/34359	---MCZ	200	added ('OK')	text/html	etag:W/%2290fa50d4f5ae60844d9a2025840489c7%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=16&sort_by=generating+capacity	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements4f24.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=16)
21:59:58	34350/34350	---MCZ	200	added ('OK')	text/html	etag:W/%22e48ca176daffafb28ac1898135a053b4%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=16&sort_by=year+built	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements25b7.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=16)
21:59:59	34327/34327	---MCZ	200	added ('OK')	text/html	etag:W/%227e86f151f6e52d0b90936947f66b1075%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=16&page=1	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements81ce.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=16)
21:59:59	684/684	---MC-	200	added ('OK')	text/csv	etag:W/%22658ff6a61598bb39bd0d117f72d8b8bb%22	https://windexchange.energy.gov/projects/community-benefit-agreements/download?format=csv&id=56	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements/community-benefit-agreements5469.csv	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=56)
22:00:01	34242/34242	---MCZ	200	added ('OK')	text/html	etag:W/%22e83be454497b7fc3e12491d4b5f7fcb9%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=56&sort_by=project+name	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements4996.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=56)
22:00:02	34323/34323	---MCZ	200	added ('OK')	text/html	etag:W/%22d9bd8cd1ea196cc7767f0db2341d6706%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=56&sort_by=state&sort_dir=desc	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsc890.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=56)
22:00:03	34236/34236	---MCZ	200	added ('OK')	text/html	etag:W/%2298017fc8bea8a7ac09d4c6b99aaf67b9%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=56&sort_by=county	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements80ce.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=56)
22:00:04	34245/34245	---MCZ	200	added ('OK')	text/html	etag:W/%22a65fcf8d437b60c75bbd8cfd29802062%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=56&sort_by=form+of+benefit	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements6752.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=56)
22:00:05	34245/34245	---MCZ	200	added ('OK')	text/html	etag:W/%226b6eddb469d90dba19f3d7d1205713d2%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=56&sort_by=additional+form	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsbfed.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=56)
22:00:06	34252/34252	---MCZ	200	added ('OK')	text/html	etag:W/%220f49ddd59e385d4e735d051e109331ff%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=56&sort_by=type+of+infrastructure	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements6314.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=56)
22:00:07	34248/34248	---MCZ	200	added ('OK')	text/html	etag:W/%22bfaeb39ee4e736a32920743859affa60%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=56&sort_by=number+of+turbines	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsc414.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=56)
22:00:08	34249/34249	---MCZ	200	added ('OK')	text/html	etag:W/%2293028daa9a6bdbaeea8e279583e9c033%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=56&sort_by=generating+capacity	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsffd7.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=56)
22:00:09	34240/34240	---MCZ	200	added ('OK')	text/html	etag:W/%2274e469f6ea0eeecf76c2cd0a79363ad7%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=56&sort_by=year+built	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements9322.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=56)
22:00:10	34217/34217	---MCZ	200	added ('OK')	text/html	etag:W/%22d8d1d8c02cc65a13cb76578ecb5767f1%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=56&page=1	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements0c33.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=56)
22:00:10	850/850	---MC-	200	added ('OK')	text/csv	etag:W/%220bac686962cc0deeb243f432bd7a8cef%22	https://windexchange.energy.gov/projects/community-benefit-agreements/download?format=csv&id=193	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements/community-benefit-agreementsdac7.csv	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=193)
22:00:12	34421/34421	---MCZ	200	added ('OK')	text/html	etag:W/%222ed9808096f17b2a7660f1cf70f690a7%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=193&sort_by=project+name	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsec14.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=193)
22:00:13	34502/34502	---MCZ	200	added ('OK')	text/html	etag:W/%223cd32f4136e20ac47749067676077c30%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=193&sort_by=state&sort_dir=desc	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements7a15.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=193)
22:00:14	34415/34415	---MCZ	200	added ('OK')	text/html	etag:W/%22d0c98e2f5fa4a887ae03274bcbd2e07d%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=193&sort_by=county	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsaeb3.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=193)
22:00:15	34424/34424	---MCZ	200	added ('OK')	text/html	etag:W/%22834ad520d9eb6e8d4cbbabffd8428ab4%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=193&sort_by=form+of+benefit	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements08cc.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=193)
22:00:16	34424/34424	---MCZ	200	added ('OK')	text/html	etag:W/%229726791915d418c712f1302dc0a48e0c%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=193&sort_by=additional+form	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsf0b8.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=193)
22:00:17	34431/34431	---MCZ	200	added ('OK')	text/html	etag:W/%22cba22e6677c6d0140bdf1205c8d93f97%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=193&sort_by=type+of+infrastructure	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsb4ec.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=193)
22:00:18	34427/34427	---MCZ	200	added ('OK')	text/html	etag:W/%22f382928bbcaf347adfd7fb3b75daf605%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=193&sort_by=number+of+turbines	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements3819.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=193)
22:00:19	34428/34428	---MCZ	200	added ('OK')	text/html	etag:W/%225511480aa2b351bd0bae70b8c0796bf9%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=193&sort_by=generating+capacity	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements66de.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=193)
22:00:20	34419/34419	---MCZ	200	added ('OK')	text/html	etag:W/%225c3c1c9ac137da0808400f58fc62782f%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=193&sort_by=year+built	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsaacd.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=193)
22:00:21	34396/34396	---MCZ	200	added ('OK')	text/html	etag:W/%22bc46a8e8e1b5597e8f2bee6705cff0fe%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=193&page=1	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements8fd1.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=193)
22:00:21	1523/1523	---MC-	200	added ('OK')	text/csv	etag:W/%220e772667b8964b98c4796d74a43cab7f%22	https://windexchange.energy.gov/projects/community-benefit-agreements/download?format=csv&id=43	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements/community-benefit-agreementsc227.csv	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=43)
22:00:23	35079/35079	---MCZ	200	added ('OK')	text/html	etag:W/%22c608988e40ad31b40d5bbe3d64f4b0ea%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=43&sort_by=project+name	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements08c4.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=43)
22:00:24	35160/35160	---MCZ	200	added ('OK')	text/html	etag:W/%22668b6219a819e4d47ddcaa5f999eb1b5%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=43&sort_by=state&sort_dir=desc	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementscd54.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=43)
22:00:25	35073/35073	---MCZ	200	added ('OK')	text/html	etag:W/%229a6ca7dde9a8718c6cd1be11ba9863e8%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=43&sort_by=county	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsbad4.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=43)
22:00:26	35082/35082	---MCZ	200	added ('OK')	text/html	etag:W/%22c635f6810851fabbd8ae9a3af7f5bf8b%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=43&sort_by=form+of+benefit	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsaa6c.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=43)
22:00:27	35082/35082	---MCZ	200	added ('OK')	text/html	etag:W/%22ca26b3be7c2bca921133e247a56c8d4a%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=43&sort_by=additional+form	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementse144.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=43)
22:00:28	35089/35089	---MCZ	200	added ('OK')	text/html	etag:W/%2281081bfb4aeb232e12440fc30c825a8d%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=43&sort_by=type+of+infrastructure	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements3b44.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=43)
22:00:29	35085/35085	---MCZ	200	added ('OK')	text/html	etag:W/%221a3c0627aef1c6689999255f91c65936%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=43&sort_by=number+of+turbines	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements2fee.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=43)
22:00:30	35086/35086	---MCZ	200	added ('OK')	text/html	etag:W/%22143e80a49c8c2044c298075467680c88%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=43&sort_by=generating+capacity	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements2594.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=43)
22:00:31	35077/35077	---MCZ	200	added ('OK')	text/html	etag:W/%22b146bde44426880ceb87ec8e30a130d5%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=43&sort_by=year+built	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements3355.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=43)
22:00:32	35054/35054	---MCZ	200	added ('OK')	text/html	etag:W/%220219bff0016391ebfb9dc10b522b791b%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=43&page=1	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements01c2.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=43)
22:00:32	1118/1118	---MC-	200	added ('OK')	text/csv	etag:W/%228e28c6318439326c6b04fa7937e636b9%22	https://windexchange.energy.gov/projects/community-benefit-agreements/download?format=csv&id=106	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements/community-benefit-agreements1975.csv	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=106)
22:00:34	34914/34914	---MCZ	200	added ('OK')	text/html	etag:W/%22f00be964132aa4286b77bf2d9bd71f33%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=106&sort_by=project+name	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements0d8d.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=106)
22:00:35	34995/34995	---MCZ	200	added ('OK')	text/html	etag:W/%225855969b1b80397b2328c65e5d205f23%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=106&sort_by=state&sort_dir=desc	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementse813.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=106)
22:00:36	34908/34908	---MCZ	200	added ('OK')	text/html	etag:W/%226fa0f32d877d86586bd330856a8bc06a%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=106&sort_by=county	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsbfae.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=106)
22:00:37	34917/34917	---MCZ	200	added ('OK')	text/html	etag:W/%22d7c85398759bcf2836262e692754b6d0%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=106&sort_by=form+of+benefit	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementse2c6.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=106)
22:00:38	34917/34917	---MCZ	200	added ('OK')	text/html	etag:W/%224bfaeecb937babf6159d970c39cf6faf%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=106&sort_by=additional+form	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsfa2c.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=106)
22:00:39	34924/34924	---MCZ	200	added ('OK')	text/html	etag:W/%224f61a2515bc95f73599f6df6d20f06e3%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=106&sort_by=type+of+infrastructure	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements67b1.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=106)
22:00:40	34920/34920	---MCZ	200	added ('OK')	text/html	etag:W/%22260a96754c8585e3460d2cf373d961e9%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=106&sort_by=number+of+turbines	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsd9d5.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=106)
22:00:41	34921/34921	---MCZ	200	added ('OK')	text/html	etag:W/%22d6341462821a4d8850a9a84fc6c60cfc%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=106&sort_by=generating+capacity	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements7bb7.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=106)
22:00:42	34912/34912	---MCZ	200	added ('OK')	text/html	etag:W/%2256e2a66720e1000a862dfcf13dd29c48%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=106&sort_by=year+built	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsc64b.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=106)
22:00:43	34889/34889	---MCZ	200	added ('OK')	text/html	etag:W/%2276af9936128d5a350e79903f4b82f7a9%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=106&page=1	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements6d6f.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=106)
22:00:43	665/665	---MC-	200	added ('OK')	text/csv	etag:W/%22e9d2755990e3153911657e660b7e453e%22	https://windexchange.energy.gov/projects/community-benefit-agreements/download?format=csv&id=160	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements/community-benefit-agreementsd364.csv	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=160)
22:00:45	34239/34239	---MCZ	200	added ('OK')	text/html	etag:W/%22b287723abb67bf4f6c180046ef3214bc%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=160&sort_by=project+name	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements59f5.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=160)
22:00:46	34320/34320	---MCZ	200	added ('OK')	text/html	etag:W/%22c95c4d8523bcf506c930ad24ad6c6007%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=160&sort_by=state&sort_dir=desc	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements30c4.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=160)
22:00:47	34233/34233	---MCZ	200	added ('OK')	text/html	etag:W/%2250f8ccd40fc7e1188ed82c4b96564680%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=160&sort_by=county	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements6bdd.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=160)
22:00:48	34242/34242	---MCZ	200	added ('OK')	text/html	etag:W/%225553fdacc8ace5828b42f66f1e56caf5%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=160&sort_by=form+of+benefit	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements8955.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=160)
22:00:49	34242/34242	---MCZ	200	added ('OK')	text/html	etag:W/%22bbdad17b8290b3103bd1661e51a12122%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=160&sort_by=additional+form	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements0bca.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?id=160)
